"server_ip","Validation_Status"
"192.168.113.71","Success"
"192.168.113.97","Success"
"192.168.113.157","Success"
"192.168.113.241","Success"
"192.168.113.251","Success"
"192.168.113.47","Success"
"192.168.113.248","Success"
"192.168.113.66","Success"
"192.168.113.175","Success"
"192.168.113.161","Success"
"192.168.113.168","Success"
