"server_ip","Validation_Status"
"192.168.42.48","Success"
"192.168.113.168","Success"
"192.168.113.146","Success"
"192.168.32.139","In-progress"
"192.168.33.109","In-progress"
"192.168.113.163","Success"
"192.168.35.190","Success"
"192.168.113.76","Success"
"192.168.113.125","Success"
"192.168.113.226","Success"
"192.168.113.209","Success"
"192.168.33.183","Success"
"192.168.113.83","Success"
"192.168.113.112","Success"
"192.168.113.235","Success"
